日付S,場 R,馬番,馬名S,性別,斤量,騎手,馬体重,馬体重増減,芝ダ,距離,クラス
2026.5.31,京6,5,グランディマージュ,牡,57.0,田口,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,6,メイショウイブキ,牝,55.0,団野,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,7,ゴディアンフィンチ,牡,57.0,吉村,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,8,ピカラ,牝,55.0,斎藤,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,9,アパレイユ,牝,55.0,鮫島駿,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,10,エコロボルト,セ,57.0,松若,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,11,ジャスティンルマン,牡,57.0,亀田,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,12,フィアーブル,牝,55.0,高杉,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,13,バトゥカーダ,牡,57.0,川須,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,14,ディープスリー,牡,57.0,酒井,,,ダ,1400,３歳１勝クラス
2026.5.31,京7,1,ロードガレリア,牡,58.0,高杉,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,2,クラッチプレイヤー,牡,58.0,池添,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,3,レジェンドシップ,セ,56.0,△田山,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,4,スピントロニクス,牡,58.0,西塚,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,5,エンスエーニョ,牝,56.0,吉村,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,6,ロットブラータ,牡,58.0,藤懸,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,7,マイネルビスマルク,牡,58.0,加藤,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,8,フララナキラ,牡,58.0,菱田,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,9,メイショウアゴナス,牡,55.0,▲森田,,,芝,2400,４歳以上１勝クラス
2026.5.31,京7,10,ウインリュクス,牝,53.0,▲和田陽,,,芝,2400,４歳以上１勝クラス
2026.5.31,京8,1,フィオレストラーダ,牝,56.0,松若,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,2,ステラクラウン,牝,56.0,団野,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,3,エコテーラー,牝,56.0,藤懸,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,4,ホウオウタイタン,牝,54.0,△田山,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,5,ヴォワラクテ,牝,56.0,角田和,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,6,モモンウールー,牝,52.0,★河原田,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,7,スターリングアップ,牝,56.0,菱田,,,芝,2000,４歳以上２勝クラス
2026.5.31,京8,8,パフュームセント,牝,56.0,池添,,,芝,2000,４歳以上２勝クラス
2026.5.31,京9,1,リアルスター,牡,58.0,秋山稔,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,2,ヒロノゴウカイ,牡,58.0,今村,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,3,ブルックリンダンス,牡,58.0,亀田,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,4,エンマ,牡,58.0,高倉,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,5,ソウルアンドジャズ,セ,58.0,川須,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,6,ジョータルマエ,セ,58.0,鮫島良,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,7,クロノスバレット,牡,58.0,鮫島駿,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,8,アリエスキング,牡,58.0,田口,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,9,プラニスフェリオ,牡,58.0,斎藤,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,10,ゴッドエスパーダ,牡,58.0,角田和,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京9,11,ニホンピロデヴィン,牡,58.0,高杉,,,ダ,1800,與杼特別(2勝クラス)
2026.5.31,京10,1,ヤブサメ,牡,57.0,高杉,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,2,メイショウシンタケ,牡,55.0,鮫島駿,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,3,カルチャーデイ,牝,55.0,酒井,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,4,ソウテン,牡,56.0,Ｍデムーロ,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,5,タガノエルピーダ,牝,54.0,団野,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,6,ムイ,牝,53.0,川又,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,7,スリールミニョン,牝,53.0,永島,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,8,アルテヴェローチェ,牡,57.0,田山,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,9,ビーアストニッシド,牡,55.0,西村太,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,10,シンフォーエバー,牡,56.0,松若,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,11,アサカラキング,牡,57.5,斎藤,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,12,ヨシノイースター,牡,58.0,田辺,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,13,シュタールヴィント,牡,55.0,西塚,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,14,グレイイングリーン,牡,57.0,吉村,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,15,レイベリング,牡,57.5,国分恭,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,16,アスクワンタイム,牡,56.0,川須,,,芝,1400,安土城Ｓ(L)
2026.5.31,京10,17,エコロブルーム,牡,57.5,菱田,,,芝,1400,安土城Ｓ(L)
2026.5.31,京11,1,ロサルゴサ,牡,57.0,池添,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,2,シーミハットク,牡,57.0,高杉,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,3,ブライトフレア,牡,57.0,小崎,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,4,テーオーアルアイン,牡,57.0,団野,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,5,バークシャーシチー,牡,57.0,藤懸,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,6,ムスクレスト,牡,57.0,鮫島駿,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,7,ダイチノナポリ,牝,55.0,高倉,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,8,オルフセン,牡,57.0,斎藤,,,芝,1800,白百合Ｓ(L)
2026.5.31,京11,9,バースデイフライト,牝,55.0,田口,,,芝,1800,白百合Ｓ(L)
2026.5.31,京12,1,ブリックワーク,牝,56.0,秋山稔,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,2,ビップジーニー,牡,58.0,田口,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,3,ディアドコス,牡,58.0,吉村,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,4,ルミノメテオール,牝,56.0,酒井,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,5,トラペジスト,牡,58.0,国分優,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,6,キタサンダムール,牝,56.0,田山,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,7,エマヌエーレ,牡,58.0,鮫島駿,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,8,スマートワイス,牡,58.0,高杉,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,9,ガンマジーティーピ,牡,58.0,松若,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,10,エスペシャリー,牝,56.0,小崎,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,11,ブルクトーア,牡,58.0,斎藤,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,12,ノクナレア,牝,56.0,吉田隼,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,13,サクセスアイ,牝,56.0,池添,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,14,ブリュットミレジメ,牡,58.0,田辺,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,15,メイショウセイロウ,牡,58.0,団野,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,16,サヴォンリンナ,牝,56.0,亀田,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,17,ヨウシタンレイ,牝,56.0,Ｍデムーロ,,,芝,1400,渡月橋Ｓ(3勝クラス)
2026.5.31,京12,18,テーオーダヴィンチ,牡,58.0,菱田,,,芝,1400,渡月橋Ｓ(3勝クラス)
